workspace_path,file_name,vendor_id,vendor,period_hint,parser_family,processing_role,authoritative,expected_status,manifest_notes,sha256,report_id,report_status,validation_status,posting_id,posting_status,output_customer,output_studio,output_amount,output_currency,output_memo,output_invoice_date,output_due_date,output_vertical,comparison_status,match_score,matched_airtable_row,matched_customer,matched_studio,matched_amount,matched_memo,matched_invoice_date,matched_due_date,matched_vertical,amount_diff,candidate_count,weak_amount_only_row,weak_amount_only_customer,weak_amount_only_studio,weak_amount_only_memo,closest_amount,closest_amount_diff,closest_customer,closest_studio,closest_memo,notes
Accounting Project\Sample Reports\AERONA LLC _ ADE - VOD - Downloaded\April 2026\aecash_item_report.xlsx,aecash_item_report.xlsx,aerona,AERONA LLC,April 2026,xlsx_aerona_rollup,primary_source,yes,reviewed,Accounting source. Includes Unlimited revenue omitted from the four raw platform files.,03727cc30148bf4063f95e7aebdd4559e0d5bf88ce9e08797b999764550afa3a,aerona_april_2026_aecash_item_report_03727cc3,ready,warning,aerona_april_2026_aecash_item_report_03727cc3_posting_3,ready,AERONA LLC,Alan Raz Photography:Bare Maidens,53.84,USD,VOD April 2026,2026-04-30,2026-06-30,VOD,exact_row_match,120,17989,AERONA LLC,Alan Raz Photography:Bare Maidens,53.84,VOD April 2026,2026-04-30,2026-06-30,VOD,0.000000,36,17989,AERONA LLC,Alan Raz Photography:Bare Maidens,VOD April 2026,53.84,0.000000,AERONA LLC,Alan Raz Photography:Bare Maidens,VOD April 2026,"Parser row matches Airtable row by amount, customer, studio, vertical, and period."
Accounting Project\Sample Reports\AERONA LLC _ ADE - VOD - Downloaded\April 2026\aecash_item_report.xlsx,aecash_item_report.xlsx,aerona,AERONA LLC,April 2026,xlsx_aerona_rollup,primary_source,yes,reviewed,Accounting source. Includes Unlimited revenue omitted from the four raw platform files.,03727cc30148bf4063f95e7aebdd4559e0d5bf88ce9e08797b999764550afa3a,aerona_april_2026_aecash_item_report_03727cc3,ready,warning,aerona_april_2026_aecash_item_report_03727cc3_posting_4,ready,AERONA LLC,Charged Media LLC,3110.05,USD,VOD April 2026,2026-04-30,2026-06-30,VOD,exact_row_match,120,17990,AERONA LLC,Charged Media LLC,3110.05,VOD April 2026,2026-04-30,2026-06-30,VOD,0.000000,36,17990,AERONA LLC,Charged Media LLC,VOD April 2026,3110.05,0.000000,AERONA LLC,Charged Media LLC,VOD April 2026,"Parser row matches Airtable row by amount, customer, studio, vertical, and period."
Accounting Project\Sample Reports\AERONA LLC _ ADE - VOD - Downloaded\April 2026\aecash_item_report.xlsx,aecash_item_report.xlsx,aerona,AERONA LLC,April 2026,xlsx_aerona_rollup,primary_source,yes,reviewed,Accounting source. Includes Unlimited revenue omitted from the four raw platform files.,03727cc30148bf4063f95e7aebdd4559e0d5bf88ce9e08797b999764550afa3a,aerona_april_2026_aecash_item_report_03727cc3,ready,warning,aerona_april_2026_aecash_item_report_03727cc3_posting_5,ready,AERONA LLC,Bellesa Productions Inc:Bellesa Films,2310.25,USD,VOD April 2026,2026-04-30,2026-06-30,VOD,exact_row_match,120,17991,AERONA LLC,Bellesa Productions Inc:Bellesa Films,2310.25,VOD April 2026,2026-04-30,2026-06-30,VOD,0.000000,36,17991,AERONA LLC,Bellesa Productions Inc:Bellesa Films,VOD April 2026,2310.25,0.000000,AERONA LLC,Bellesa Productions Inc:Bellesa Films,VOD April 2026,"Parser row matches Airtable row by amount, customer, studio, vertical, and period."
Accounting Project\Sample Reports\AERONA LLC _ ADE - VOD - Downloaded\April 2026\aecash_item_report.xlsx,aecash_item_report.xlsx,aerona,AERONA LLC,April 2026,xlsx_aerona_rollup,primary_source,yes,reviewed,Accounting source. Includes Unlimited revenue omitted from the four raw platform files.,03727cc30148bf4063f95e7aebdd4559e0d5bf88ce9e08797b999764550afa3a,aerona_april_2026_aecash_item_report_03727cc3,ready,warning,aerona_april_2026_aecash_item_report_03727cc3_posting_6,ready,AERONA LLC,EENT Inc.,2075.15,USD,VOD April 2026,2026-04-30,2026-06-30,VOD,exact_row_match,120,17992,AERONA LLC,EENT Inc.,2075.15,VOD April 2026,2026-04-30,2026-06-30,VOD,0.000000,36,17992,AERONA LLC,EENT Inc.,VOD April 2026,2075.15,0.000000,AERONA LLC,EENT Inc.,VOD April 2026,"Parser row matches Airtable row by amount, customer, studio, vertical, and period."
Accounting Project\Sample Reports\AERONA LLC _ ADE - VOD - Downloaded\April 2026\aecash_item_report.xlsx,aecash_item_report.xlsx,aerona,AERONA LLC,April 2026,xlsx_aerona_rollup,primary_source,yes,reviewed,Accounting source. Includes Unlimited revenue omitted from the four raw platform files.,03727cc30148bf4063f95e7aebdd4559e0d5bf88ce9e08797b999764550afa3a,aerona_april_2026_aecash_item_report_03727cc3,ready,warning,aerona_april_2026_aecash_item_report_03727cc3_posting_7,review,AERONA LLC,Carnal Network,2661.39,USD,VOD April 2026,2026-04-30,2026-06-30,VOD,review_not_exportable,50,18007,AERONA LLC,NVG Mobile Group LLC:Net Video Girls,2383.7,VOD April 2026,2026-04-30,2026-06-30,VOD,-277.690000,36,,,,,2659.84,-1.550000,AERONA LLC,XFC Inc:Nubiles,VOD January 2021,Parser routed this report/posting to review; it should not export until approved.
Accounting Project\Sample Reports\AERONA LLC _ ADE - VOD - Downloaded\April 2026\aecash_item_report.xlsx,aecash_item_report.xlsx,aerona,AERONA LLC,April 2026,xlsx_aerona_rollup,primary_source,yes,reviewed,Accounting source. Includes Unlimited revenue omitted from the four raw platform files.,03727cc30148bf4063f95e7aebdd4559e0d5bf88ce9e08797b999764550afa3a,aerona_april_2026_aecash_item_report_03727cc3,ready,warning,aerona_april_2026_aecash_item_report_03727cc3_posting_8,ready,AERONA LLC,Paper Street Media LLC,13619.7,USD,VOD April 2026,2026-04-30,2026-06-30,VOD,exact_row_match,120,17993,AERONA LLC,Paper Street Media LLC,13619.7,VOD April 2026,2026-04-30,2026-06-30,VOD,0.000000,36,17993,AERONA LLC,Paper Street Media LLC,VOD April 2026,13619.7,0.000000,AERONA LLC,Paper Street Media LLC,VOD April 2026,"Parser row matches Airtable row by amount, customer, studio, vertical, and period."
Accounting Project\Sample Reports\AERONA LLC _ ADE - VOD - Downloaded\April 2026\aecash_item_report.xlsx,aecash_item_report.xlsx,aerona,AERONA LLC,April 2026,xlsx_aerona_rollup,primary_source,yes,reviewed,Accounting source. Includes Unlimited revenue omitted from the four raw platform files.,03727cc30148bf4063f95e7aebdd4559e0d5bf88ce9e08797b999764550afa3a,aerona_april_2026_aecash_item_report_03727cc3,ready,warning,aerona_april_2026_aecash_item_report_03727cc3_posting_9,ready,AERONA LLC,AMA Multimedia LLC,20490.18,USD,VOD April 2026,2026-04-30,2026-06-30,VOD,exact_row_match,120,17994,AERONA LLC,AMA Multimedia LLC,20490.18,VOD April 2026,2026-04-30,2026-06-30,VOD,0.000000,36,17994,AERONA LLC,AMA Multimedia LLC,VOD April 2026,20490.18,0.000000,AERONA LLC,AMA Multimedia LLC,VOD April 2026,"Parser row matches Airtable row by amount, customer, studio, vertical, and period."
Accounting Project\Sample Reports\AERONA LLC _ ADE - VOD - Downloaded\April 2026\aecash_item_report.xlsx,aecash_item_report.xlsx,aerona,AERONA LLC,April 2026,xlsx_aerona_rollup,primary_source,yes,reviewed,Accounting source. Includes Unlimited revenue omitted from the four raw platform files.,03727cc30148bf4063f95e7aebdd4559e0d5bf88ce9e08797b999764550afa3a,aerona_april_2026_aecash_item_report_03727cc3,ready,warning,aerona_april_2026_aecash_item_report_03727cc3_posting_10,ready,AERONA LLC,Little Widge Inc.:Deep Lush,1165.93,USD,VOD April 2026,2026-04-30,2026-06-30,VOD,exact_row_match,120,17995,AERONA LLC,Little Widge Inc.:Deep Lush,1165.93,VOD April 2026,2026-04-30,2026-06-30,VOD,0.000000,36,17995,AERONA LLC,Little Widge Inc.:Deep Lush,VOD April 2026,1165.93,0.000000,AERONA LLC,Little Widge Inc.:Deep Lush,VOD April 2026,"Parser row matches Airtable row by amount, customer, studio, vertical, and period."
Accounting Project\Sample Reports\AERONA LLC _ ADE - VOD - Downloaded\April 2026\aecash_item_report.xlsx,aecash_item_report.xlsx,aerona,AERONA LLC,April 2026,xlsx_aerona_rollup,primary_source,yes,reviewed,Accounting source. Includes Unlimited revenue omitted from the four raw platform files.,03727cc30148bf4063f95e7aebdd4559e0d5bf88ce9e08797b999764550afa3a,aerona_april_2026_aecash_item_report_03727cc3,ready,warning,aerona_april_2026_aecash_item_report_03727cc3_posting_11,ready,AERONA LLC,Lust Productions S.L.:Lust Cinema,542.3,USD,VOD April 2026,2026-04-30,2026-06-30,VOD,exact_row_match,120,17996,AERONA LLC,Lust Productions S.L.:Lust Cinema,542.3,VOD April 2026,2026-04-30,2026-06-30,VOD,0.000000,36,17996,AERONA LLC,Lust Productions S.L.:Lust Cinema,VOD April 2026,542.3,0.000000,AERONA LLC,Lust Productions S.L.:Lust Cinema,VOD April 2026,"Parser row matches Airtable row by amount, customer, studio, vertical, and period."
Accounting Project\Sample Reports\AERONA LLC _ ADE - VOD - Downloaded\April 2026\aecash_item_report.xlsx,aecash_item_report.xlsx,aerona,AERONA LLC,April 2026,xlsx_aerona_rollup,primary_source,yes,reviewed,Accounting source. Includes Unlimited revenue omitted from the four raw platform files.,03727cc30148bf4063f95e7aebdd4559e0d5bf88ce9e08797b999764550afa3a,aerona_april_2026_aecash_item_report_03727cc3,ready,warning,aerona_april_2026_aecash_item_report_03727cc3_posting_12,ready,AERONA LLC,Eyecash Inc.:Filthy Kings,4654.6,USD,VOD April 2026,2026-04-30,2026-06-30,VOD,exact_row_match,120,17997,AERONA LLC,Eyecash Inc.:Filthy Kings,4654.6,VOD April 2026,2026-04-30,2026-06-30,VOD,0.000000,36,17997,AERONA LLC,Eyecash Inc.:Filthy Kings,VOD April 2026,4654.6,0.000000,AERONA LLC,Eyecash Inc.:Filthy Kings,VOD April 2026,"Parser row matches Airtable row by amount, customer, studio, vertical, and period."
Accounting Project\Sample Reports\AERONA LLC _ ADE - VOD - Downloaded\April 2026\aecash_item_report.xlsx,aecash_item_report.xlsx,aerona,AERONA LLC,April 2026,xlsx_aerona_rollup,primary_source,yes,reviewed,Accounting source. Includes Unlimited revenue omitted from the four raw platform files.,03727cc30148bf4063f95e7aebdd4559e0d5bf88ce9e08797b999764550afa3a,aerona_april_2026_aecash_item_report_03727cc3,ready,warning,aerona_april_2026_aecash_item_report_03727cc3_posting_13,ready,AERONA LLC,ALS Scan Inc.:Fresh Films,81.8,USD,VOD April 2026,2026-04-30,2026-06-30,VOD,exact_row_match,120,17998,AERONA LLC,ALS Scan Inc.:Fresh Films,81.8,VOD April 2026,2026-04-30,2026-06-30,VOD,0.000000,36,17998,AERONA LLC,ALS Scan Inc.:Fresh Films,VOD April 2026,81.8,0.000000,AERONA LLC,ALS Scan Inc.:Fresh Films,VOD April 2026,"Parser row matches Airtable row by amount, customer, studio, vertical, and period."
Accounting Project\Sample Reports\AERONA LLC _ ADE - VOD - Downloaded\April 2026\aecash_item_report.xlsx,aecash_item_report.xlsx,aerona,AERONA LLC,April 2026,xlsx_aerona_rollup,primary_source,yes,reviewed,Accounting source. Includes Unlimited revenue omitted from the four raw platform files.,03727cc30148bf4063f95e7aebdd4559e0d5bf88ce9e08797b999764550afa3a,aerona_april_2026_aecash_item_report_03727cc3,ready,warning,aerona_april_2026_aecash_item_report_03727cc3_posting_14,ready,AERONA LLC,Davey Wavey Inc.:Himeros,74.99,USD,VOD April 2026,2026-04-30,2026-06-30,VOD,exact_row_match,120,17999,AERONA LLC,Davey Wavey Inc.:Himeros,74.99,VOD April 2026,2026-04-30,2026-06-30,VOD,0.000000,37,17999,AERONA LLC,Davey Wavey Inc.:Himeros,VOD April 2026,74.99,0.000000,AERONA LLC,Davey Wavey Inc.:Himeros,VOD April 2026,"Parser row matches Airtable row by amount, customer, studio, vertical, and period."
Accounting Project\Sample Reports\AERONA LLC _ ADE - VOD - Downloaded\April 2026\aecash_item_report.xlsx,aecash_item_report.xlsx,aerona,AERONA LLC,April 2026,xlsx_aerona_rollup,primary_source,yes,reviewed,Accounting source. Includes Unlimited revenue omitted from the four raw platform files.,03727cc30148bf4063f95e7aebdd4559e0d5bf88ce9e08797b999764550afa3a,aerona_april_2026_aecash_item_report_03727cc3,ready,warning,aerona_april_2026_aecash_item_report_03727cc3_posting_15,ready,AERONA LLC,October Enterprises:Holly Randall,90.67,USD,VOD April 2026,2026-04-30,2026-06-30,VOD,exact_row_match,120,18000,AERONA LLC,October Enterprises:Holly Randall,90.67,VOD April 2026,2026-04-30,2026-06-30,VOD,0.000000,36,18000,AERONA LLC,October Enterprises:Holly Randall,VOD April 2026,90.67,0.000000,AERONA LLC,October Enterprises:Holly Randall,VOD April 2026,"Parser row matches Airtable row by amount, customer, studio, vertical, and period."
Accounting Project\Sample Reports\AERONA LLC _ ADE - VOD - Downloaded\April 2026\aecash_item_report.xlsx,aecash_item_report.xlsx,aerona,AERONA LLC,April 2026,xlsx_aerona_rollup,primary_source,yes,reviewed,Accounting source. Includes Unlimited revenue omitted from the four raw platform files.,03727cc30148bf4063f95e7aebdd4559e0d5bf88ce9e08797b999764550afa3a,aerona_april_2026_aecash_item_report_03727cc3,ready,warning,aerona_april_2026_aecash_item_report_03727cc3_posting_16,review,AERONA LLC,JayRock Productions,178.34,USD,VOD April 2026,2026-04-30,2026-06-30,VOD,review_not_exportable,50,18001,AERONA LLC,Jayrock Media Inc.:Jay Rock Productions,176.54,VOD April 2026 - JR,2026-04-30,2026-06-30,VOD,-1.800000,36,,,,,176.63,-1.710000,AERONA LLC,Alan Raz Photography:Bare Maidens,VOD March 2023,Parser routed this report/posting to review; it should not export until approved.
Accounting Project\Sample Reports\AERONA LLC _ ADE - VOD - Downloaded\April 2026\aecash_item_report.xlsx,aecash_item_report.xlsx,aerona,AERONA LLC,April 2026,xlsx_aerona_rollup,primary_source,yes,reviewed,Accounting source. Includes Unlimited revenue omitted from the four raw platform files.,03727cc30148bf4063f95e7aebdd4559e0d5bf88ce9e08797b999764550afa3a,aerona_april_2026_aecash_item_report_03727cc3,ready,warning,aerona_april_2026_aecash_item_report_03727cc3_posting_17,ready,AERONA LLC,Oktogon Media Inc.:Love Her Feet,159.54,USD,VOD April 2026,2026-04-30,2026-06-30,VOD,exact_row_match,120,18003,AERONA LLC,Oktogon Media Inc.:Love Her Feet,159.54,VOD April 2026,2026-04-30,2026-06-30,VOD,0.000000,36,18003,AERONA LLC,Oktogon Media Inc.:Love Her Feet,VOD April 2026,159.54,0.000000,AERONA LLC,Oktogon Media Inc.:Love Her Feet,VOD April 2026,"Parser row matches Airtable row by amount, customer, studio, vertical, and period."
Accounting Project\Sample Reports\AERONA LLC _ ADE - VOD - Downloaded\April 2026\aecash_item_report.xlsx,aecash_item_report.xlsx,aerona,AERONA LLC,April 2026,xlsx_aerona_rollup,primary_source,yes,reviewed,Accounting source. Includes Unlimited revenue omitted from the four raw platform files.,03727cc30148bf4063f95e7aebdd4559e0d5bf88ce9e08797b999764550afa3a,aerona_april_2026_aecash_item_report_03727cc3,ready,warning,aerona_april_2026_aecash_item_report_03727cc3_posting_18,ready,AERONA LLC,EFC GmbH:Lustery,225.39,USD,VOD April 2026,2026-04-30,2026-06-30,VOD,exact_row_match,120,18004,AERONA LLC,EFC GmbH:Lustery,225.39,VOD April 2026,2026-04-30,2026-06-30,VOD,0.000000,36,18004,AERONA LLC,EFC GmbH:Lustery,VOD April 2026,225.39,0.000000,AERONA LLC,EFC GmbH:Lustery,VOD April 2026,"Parser row matches Airtable row by amount, customer, studio, vertical, and period."
Accounting Project\Sample Reports\AERONA LLC _ ADE - VOD - Downloaded\April 2026\aecash_item_report.xlsx,aecash_item_report.xlsx,aerona,AERONA LLC,April 2026,xlsx_aerona_rollup,primary_source,yes,reviewed,Accounting source. Includes Unlimited revenue omitted from the four raw platform files.,03727cc30148bf4063f95e7aebdd4559e0d5bf88ce9e08797b999764550afa3a,aerona_april_2026_aecash_item_report_03727cc3,ready,warning,aerona_april_2026_aecash_item_report_03727cc3_posting_19,ready,AERONA LLC,Steam Internet B.V.:MatureXXX,1503.18,USD,VOD April 2026,2026-04-30,2026-06-30,VOD,exact_row_match,120,18005,AERONA LLC,Steam Internet B.V.:MatureXXX,1503.18,VOD April 2026,2026-04-30,2026-06-30,VOD,0.000000,36,18005,AERONA LLC,Steam Internet B.V.:MatureXXX,VOD April 2026,1503.18,0.000000,AERONA LLC,Steam Internet B.V.:MatureXXX,VOD April 2026,"Parser row matches Airtable row by amount, customer, studio, vertical, and period."
